"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,MQA/SP/0125/10,Skills Programme: Generic Engineering,,60,2010-03-31 00:00:00.000,2011-03-31 00:00:00.000,,Standalone,,,0,,N,Y,286,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001178Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001178Name=null] / "
*,MQA/SP/0089/09 A,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,287,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001179Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001179Name=null] / "
*,MQA/SP/0089/09 B,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,0,,N,Y,288,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001180Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001180Name=null] / "
*,MQA/SP/0089/09 C,SKILLS PROGRAM IN SCRUBBING AND SCREENING,,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,0,,N,Y,289,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001181Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001181Name=null] / "
*,MQA/SP/0126/10,Skills Programme: Gases and Gas Testing in Underground Fiery (Coal) Mines,,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,290,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001182Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001182Name=null] / "
*,MQA/SP/0127/10,Skills Programme: Flameproofing in Underground Fiery (Coal) Mines,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,291,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001183Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001183Name=null] / "
*,"67429",National Certificate: Electrical Engineering: Mining and Minerals,"2",140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"67429",,0,,N,Y,292,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001184Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001184Name=null] / "
*,MQA/SP/0128/10,"Skills Programme: Transportation of persons, material and minerals to and from the underground workings by means of a shaft/ ONSETTER",,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,293,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1396,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001185Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001185Name=null] / "
*,MQA/SP/0129/11,Skills Programme: Generic Engineering,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,1,,N,Y,294,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001186Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001186Name=null] / "
*,MQA/SP/0130/11,Skills Programme: Tailings Dam Operations,,28,2011-04-11 00:00:00.000,2015-04-15 00:00:00.000,,Standalone,,,0,,N,Y,295,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001187Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001187Name=null] / "
*,MQA/SP/0131/11,Skills Programme : Secondary Sample Preparation in an Analytical Laboratory,,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,296,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001188Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001188Name=null] / "
*,MQA/SP/0132/11,Skills Programme: Maintain a conveyor belt system in the mining and minerals sector,,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,3,,Y,Y,297,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001189Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001189Name=null] / "
*,MQA/SP/0133/12,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,,18,2012-05-15 00:00:00.000,2013-10-01 00:00:00.000,,Standalone,,,6,,N,Y,298,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001190Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001190Name=null] / "
*,MQA/SP/0134/12,Skills Programme: Lamproom Assistant,,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,4,,N,Y,299,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:873,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001191Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001191Name=null] / "
*,MQA/SP/0135/12,Skills Programme: Lamproom Gas Bay Attendant,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,3,,N,Y,300,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:873,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001192Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001192Name=null] / "
*,MQA/SP/0136/12,Skills Programme: Lamproom Shift Supervisor,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,9,,N,Y,301,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:873,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001193Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001193Name=null] / "
*,MQA/SP/0137/12,Skills Programme: Gold Leaching,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,302,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001194Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001194Name=null] / "
*,MQA/SP/0138/12,Skills Programme: Platinum Group Metals Separation Process Operations,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,303,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001195Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001195Name=null] / "
*,MQA/SP/0139/12,Skills Programme: Lamproom Equipment Repairer,,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,4,,N,Y,304,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:873,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001196Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001196Name=null] / "
*,MQA/SP/0066/08 A,Skills Programme: Operate Mining Machinery in an Underground Coal Mine: Cut a coalface using an arc wall type coalcutter in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,305,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001197Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001197Name=null] / "
*,MQA/SP/0066/08 B,Skills Programme: Operate mobile machinery in an underground coal mine: Place and operate and auxiliary fan in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,306,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001198Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001198Name=null] / "
*,MQA/SP/0066/08 C,Skills Programme: Operate mining machinery in an underground coal mine: Operate a belt conveyor unit to convey coal in an underground coal mine,,27,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,307,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001199Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001199Name=null] / "
*,MQA/SP/0066/08 D,Skills Programme: Operate mining machinery in an underground coal mine: Deliver compressed air using a mobile compressor in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,308,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001200Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001200Name=null] / "
*,MQA/SP/0066/08 E,Skills Programme: Operate mining machinery in an underground coal mine: Cut and load coalsurface using a continuous miner in an underground coal mine,,53,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,309,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001201Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001201Name=null] / "
*,MQA/SP/0066/08 F,Skills Programme: Operate mining machinery in an underground coal mine: Operate a locomotive underground,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,310,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001202Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001202Name=null] / "
*,MQA/SP/0066/08 G,"Skills Programme: Operate mining machinery in an underground coal mine: Transport personnel, material or equipment using approved self-propelled mobile machines in an underground coal mine",,37,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,311,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001203Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001203Name=null] / "
*,MQA/SP/0066/08 H,Skills Programme: Operate mining machinery in an underground coal mine: Feed and break coal using a feeder breaker in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,312,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001204Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001204Name=null] / "
*,MQA/SP/0066/08 J,Skills Programme: Operate mining machinery in an underground coal mine: Load coal using a gathering arm loader in an underground coal mine,,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,313,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001205Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001205Name=null] / "
*,MQA/SP/0066/08 K,Skills Programme: Operate mining machinery in an underground coal mine: Drill a work face using a hand held drilling equipment in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,314,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001206Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001206Name=null] / "
*,MQA/SP/0066/08 L,Skills Programme: Operate mining machinery in an underground coal mine: Drill holes using a hand held rock drill in an underground coal mine,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,315,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001207Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001207Name=null] / "
*,MQA/SP/0066/08 M,Skills Programme: Operate mining machinery in an underground coal mine: Transport material and equipment using a load haul dumper in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,316,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001208Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001208Name=null] / "
*,MQA/SP/0066/08 N,Skills Programme: Operate mining machinery in an underground coal mine: Drill a coalface using mobile drilling equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,317,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001209Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001209Name=null] / "
*,MQA/SP/0066/08 P,Skills Programme: Operate mining machinery in an underground coal mine: Pump water using pumping equipment in an underground coal mine,,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,318,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001210Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001210Name=null] / "
*,MQA/SP/0066/08 Q,Skills Programme: Operate mining machinery in an underground coal mine: Support roof using a roof bolt machine in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,319,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001211Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001211Name=null] / "
*,MQA/SP/0066/08 R,Skills Programme: Operate mining machinery in an underground coal mine: Transport coal using shuttle mining equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,320,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001212Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001212Name=null] / "
*,MQA/SP/0066/08 S,Skills Programme: Operate mining machinery in an underground coal mine: Apply stone dust using stone dusting equipment in an underground coal mine,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,321,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001213Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001213Name=null] / "
*,MQA/SP/0066/08 T,Skills Programme: Operate mining machinery in an underground coal mine: Cut a coalface using a universal type coalcutter in an underground coal mine,,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,322,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001214Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001214Name=null] / "
*,Demonstration ,Demonstrtion ,,0,2012-01-01 00:00:00.000,2015-05-01 00:00:00.000,,Standalone,,,0,,N,Y,323,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001215Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001215Name=null] / "
*,Artisan Demonstration 001,Demonstration of Atisan Development,,0,2012-01-01 00:00:00.000,2016-05-01 00:00:00.000,,Standalone,,,0,,N,Y,324,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001216Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001216Name=null] / "
*,MQA/SP/0140/13,Skills Programme: Artisan Aide: Fitting including Machinery,,61,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,325,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001217Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001217Name=null] / "
*,MQA/SP/0141/13,Skills Programme: Artisan Aide: Diesel Mechanic,,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,326,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001218Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001218Name=null] / "
*,MQA/SP/0142/13,Skills Programme: Artisan Aide: Plater Welder,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,327,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001219Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001219Name=null] / "
*,MQA/SP/0143/13,Skills Programme: Artisan Aide: Measurement Control and Instrumentation,,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,328,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1180,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001220Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001220Name=null] / "
*,MQA/SP/0145/13,Skills Programme: Artisan Aide: Electrical,,67,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,329,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001221Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001221Name=null] / "
*,MQA/SP/0144/13,Skills Programme: Artisan Aide: Rigger Ropesman,,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,330,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001222Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001222Name=null] / "
*,MQA/SP/0146/13,Skills Programme: The separation of precious metals by means of the fire assay technique,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,331,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001223Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001223Name=null] / "
*,MQA/SP/0147/13,Skills Programme: Preparation of Samples and Instrumental Analysis,,40,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,14,,N,Y,332,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001224Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001224Name=null] / "
*,MQA/SP/0148/13,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,,18,2018-07-01 00:00:00.000,2019-04-25 00:00:00.000,,Standalone,,,6,,N,Y,333,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001225Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001225Name=null] / "
*,MQA/SP/0149/13,Skills Programme: The control of explosives magazines on mines and quarries,,10,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,334,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001226Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001226Name=null] / "
*,MQA/SP/0150/13,Skills Programme: Crushing and Screening,,32,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,Standalone,,,20,,N,Y,335,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001227Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001227Name=null] / "
*,MQA/SP/0151/13,Skills Programme: Monitor and Operate Plant and Equipment,,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,15,,Y,Y,336,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:551,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001228Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001228Name=null] / "
*,MQA/SP/0152/13,Skills Programme: Milling Operations,,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,9,,N,Y,337,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001229Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001229Name=null] / "
*,MQA/SP/0153/14,Skills Programme: Diamond Processing: Bottom Operations: Blocking,,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,338,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001230Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001230Name=null] / "
*,MQA/SP/0154/14,Skills Programme: Diamond Processing: Bottom Operations: Halves,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,339,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001231Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001231Name=null] / "
*,MQA/SP/0155/14,Skills Programme: Diamond Processing: Bottom Operations: Lapping,,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,340,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001232Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001232Name=null] / "
*,MQA/SP/0156/14,Skills Programme:  Packing Plant Unitising Operations,,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,9,,N,Y,341,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001233Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001233Name=null] / "
*,MQA/SP/0157/14,Skills Programme: Tanker-Based Bulk Materials Loading,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,9,,N,Y,342,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:552,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001234Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001234Name=null] / "
*,MQA/SP/0158/14,Skills Programme: Tailings Dam Operations,,16,2015-07-01 00:00:00.000,2016-04-13 00:00:00.000,,Standalone,,,0,,N,Y,343,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001235Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001235Name=null] / "
*,MQA/SP/0159/15,Skills Programme: Copper Metal Production Process Operator,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,12,,N,Y,344,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001236Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001236Name=null] / "
*,MQA/SP/0610/15,Skills Programme: Base Metals Process Controller,,21,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Standalone,,,0,,N,Y,345,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001237Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001237Name=null] / "
*,MQA/SP/0160/15,Skills Programme: Base Metal Process Controller,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,15,,N,Y,346,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001238Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001238Name=null] / "
*,MQA/SP/0161/15,Skills Programme: Platinum Group Metals Process controller,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,15,,N,Y,347,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001239Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001239Name=null] / "
*,MQA/SP/0162/16,Skills Programme: Competent person B: The Installation and Maintenance of any Support Unit and the removal of a Temporary Support Unit in Underground Hard Rock Operations (V5) ,,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,3,,N,Y,348,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001240Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001240Name=null] / "
*,MQA/SP/0163/16,Skills Programme: Operation of Medium Voltage Switchgear and Distribution Networks (V2),,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,7,,Y,Y,349,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001241Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001241Name=null] / "
*,MQA/SP/0164/16,Skills Programme: Tailings Dam Operations (V2),,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,350,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001242Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001242Name=null] / "
*,MQA/SP/0165/16,Skills Programme: Advanced Generic Management (Version 4),,57,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,351,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001243Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001243Name=null] / "
*,MQA/SP/0166/16,Skills Programme: Basic Generic Supervision (Version 3),,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,352,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001244Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001244Name=null] / "
*,MQA/SP/0167/16,Skills Programme: Intermediate Generic Management (Version 4),,42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,353,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001245Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001245Name=null] / "
*,MQA/SP/0168/17 A,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Timber Support V3",,17,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,,Standalone,,,0,,N,Y,354,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001246Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001246Name=null] / "
