AD_Org_ID[Name],Value,Name,Description,IsActive
*,2021-335501,Detective,2737,Y
*,2021-335502,Crash Investigator ,2738,Y
*,2021-335901,Labour Inspector,2739,Y
*,2021-335902,Wage Inspector,2740,Y
*,2021-335903,Refugee Status Determination Officer,2741,Y
*,2021-335904,Pest Management Officer,2742,Y
*,2021-335905,Water Allocation Officer,2743,Y
*,2021-335906,Environmental Practices Inspector,2744,Y
*,2021-335907,Weights and Measures Inspector,2745,Y
*,2021-335908,Censorship Inspector,2746,Y
*,2021-335909,Price Inspector,2747,Y
*,2021-335910,Trade Mark Examiner,2748,Y
*,2021-335911,Quarantine Officer,2749,Y
*,2021-335912,Fisheries Officer,2750,Y
*,2021-335913,Building Inspector,2751,Y
*,2021-335914,Train Examiner,2752,Y
*,2021-335915,Transport Operations Inspector,2753,Y
*,2021-335916,Gaming Operations Compliance Officer,2754,Y
*,2021-341101,Conveyancer,2755,Y
*,2021-341102,Legal Executive,2756,Y
*,2021-341103,Paralegal,2757,Y
*,2021-341104,Clerk of Court,2758,Y
*,2021-341105,Court Bailiff,2759,Y
*,2021-341106,Court Orderly / Court Registry Officer,2760,Y
*,2021-341107,Law Clerk,2761,Y
*,2021-341108,Trust Officer,2762,Y
*,2021-341109,Private Investigator,2763,Y
*,2021-341110,Associate Legal Professional,2764,Y
*,2021-341111,Debt Counsellor,2765,Y
*,2021-341112,Labour Dispute Enforcement Agent,2766,Y
*,2021-341201,Auxiliary Community Development Practitioner,2767,Y
*,2021-341202,Disabilities Services Officer,2768,Y
*,2021-341203,Social Auxiliary Worker,2769,Y
*,2021-341204,Auxiliary Child and Youth Care Worker,2770,Y
*,2021-341301,Religious Associate Professional,2771,Y
*,2021-342101,Footballer,2772,Y
*,2021-342102,Golfer,2773,Y
*,2021-342103,Jockey,2774,Y
*,2021-342104,Cricketer,2775,Y
*,2021-342105,Athlete,2776,Y
*,2021-342106,Boxer,2777,Y
*,2021-342107,Cyclist,2778,Y
*,2021-342108,Racing Driver,2779,Y
*,2021-342109,Surfer,2780,Y
*,2021-342110,Swimmer,2781,Y
*,2021-342111,Tennis Player,2782,Y
*,2021-342112,Wrestler,2783,Y
*,2021-342113,Yachtsman,2784,Y
*,2021-342114,Other Sportsperson,2785,Y
*,2021-342201,Sports Development Officer,2786,Y
*,2021-342202,Sports Umpire,2787,Y
*,2021-342203,Sports Official,2788,Y
*,2021-342204,Sports Coach or Instructor,2789,Y
*,2021-342301,Fitness Instructor,2790,Y
*,2021-342302,Outdoor Adventure Guide,2791,Y
*,2021-342303,Caving Guide,2792,Y
*,2021-343101,Photographer,2793,Y
*,2021-343102,Air Observer,2794,Y
*,2021-343201,Interior Designer,2795,Y
*,2021-343202,Interior Decorator,2796,Y
*,2021-343203,Visual Merchandiser,2797,Y
*,2021-343204,Set Designer,2798,Y
*,2021-343301,Gallery or Museum Technician,2799,Y
*,2021-343302,Library Technician,2800,Y
*,2021-343401,Chef,2801,Y
*,2021-343901,Tattoo Artist,2802,Y
*,2021-343902,Light Technician,2803,Y
*,2021-343903,Stage Manager,2804,Y
*,2021-343904,Theatrical Dresser,2805,Y
*,2021-343905,Stunt Person,2806,Y
*,2021-343906,Special Effects Person,2807,Y
*,2021-343907,Continuity Person,2808,Y
*,2021-343908,Film Technician,2809,Y
*,2021-343909,Microphone Boom Operator,2810,Y
*,2021-343910,Performing Arts Road Manager,2811,Y
*,2021-351101,Computer Operator,2812,Y
*,2021-351201,ICT Communications Assistant,2813,Y
*,2021-351301,Computer Network Technician,2814,Y
*,2021-351302,Geographic Information Systems Technicians,2815,Y
*,2021-351303,Marine GIS Technician,2816,Y
*,2021-351401,Web Technician,2817,Y
*,2021-352101,Broadcast Transmitter Operator,2818,Y
*,2021-352102,"Camera Operator (Film, Television or Video)",2819,Y
*,2021-352103,Sound Technician,2820,Y
*,2021-352104,Television Equipment Operator,2821,Y
*,2021-352105,Radio Station Operator,2822,Y
*,2021-352106,"Production Assistant (Film, Television or Radio)",2823,Y
*,2021-352201,Telecommunications Technical Officer or Technologist,2824,Y
*,2021-411101,General Clerk,2825,Y
*,2021-411102,Back Office Process Consultant,2826,Y
*,2021-411103,Parole Board Clerk,2827,Y
*,2021-412101,Secretary (General),2828,Y
*,2021-413101,Word Processing Operator,2829,Y
*,2021-413102,Machine Shorthand Reporter,2830,Y
*,2021-413201,Data Entry Operator,2831,Y
*,2021-421101,Bank Teller,2832,Y
*,2021-421102,Bank Worker,2833,Y
*,2021-421103,Currency Exchange Officer,2834,Y
*,2021-421104,Banknote Processor,2835,Y
*,2021-421105,Postal Frontline Service Worker,2836,Y
*,2021-421201,Bookmaker,2837,Y
*,2021-421202,Gaming Worker,2838,Y
*,2021-421203,Betting Agency Counter Clerk,2839,Y
*,2021-421204,Bookmaker's Clerk,2840,Y
*,2021-421205,Telephone Betting Clerk,2841,Y
*,2021-421206,Bingo Caller,2842,Y
*,2021-421207,Lotto Operator,2843,Y
*,2021-421301,Pawnbrokers and Money-lenders,2844,Y
*,2021-421401,Debt Collector,2845,Y
*,2021-422101,Tourist Information Officer,2846,Y
*,2021-422102,Travel Consultant,2847,Y
*,2021-422201,Inbound Contact Centre Consultant,2848,Y
*,2021-422202,Outbound Contact Centre Consultant,2849,Y
*,2021-422203,Contact Centre Real Time Advisor,2850,Y
*,2021-422204,Contact Centre Resource Planner,2851,Y
*,2021-422205,Contact Centre Forecast Analyst,2852,Y
*,2021-422206,Call or Contact Centre Agent,2853,Y
*,2021-422301,Switchboard Operator,2854,Y
*,2021-422401,Hotel or Motel Receptionist,2855,Y
*,2021-422501,Enquiry Clerk,2856,Y
*,2021-422601,Receptionist (General),2857,Y
*,2021-422602,Medical Receptionist,2858,Y
*,2021-422701,Survey Interviewer,2859,Y
*,2021-422901,Admissions Clerk,2860,Y
*,2021-422902,Ship's Purser,2861,Y
*,2021-431101,Accounts Clerk,2862,Y
*,2021-431102,Cost Clerk,2863,Y
*,2021-431103,Taxation Clerk,2864,Y
*,2021-431201,Insurance Administrator,2865,Y
*,2021-431202,Securities Services Administrative Officer,2866,Y
*,2021-431203,Statistical Clerk,2867,Y
*,2021-431204,Insurance Claims Administrator,2868,Y
*,2021-431301,Payroll Clerk,2869,Y
*,2021-432101,Stock Clerk / Officer,2870,Y
*,2021-432102,Dispatching and Receiving Clerk / Officer,2871,Y
*,2021-432103,Order Clerk / Officer,2872,Y
*,2021-432104,Warehouse Administrator / Clerk,2873,Y
*,2021-432105,Lampman,2874,Y
*,2021-432201,Production Coordinator,2875,Y
*,2021-432301,Transport Clerk,2876,Y
*,2021-441101,Library Assistant,2877,Y
*,2021-441201,Courier,2878,Y
*,2021-441202,Postal Delivery Officer,2879,Y
*,2021-441203,Mail Clerk,2880,Y
*,2021-441301,Coding Clerk,2881,Y
*,2021-441302,Proof Reader,2882,Y
*,2021-441401,Scribe,2883,Y
*,2021-441501,Filing or Registry Clerk,2884,Y
*,2021-441502,Office Machine Operator,2885,Y
*,2021-441601,Human Resources Clerk,2886,Y
*,2021-441602,Skills Development Administrator,2887,Y
*,2021-441603,Compensation and Benefits Clerk,2888,Y
*,2021-441604,Labour Relations Case Administrator,2889,Y
*,2021-441605,Academic Administrative Officer,2890,Y
*,2021-441901,Classified Advertising Clerk,2891,Y
*,2021-441902,Contract Administrator,2892,Y
*,2021-441903,Program or Project Administrators,2893,Y
*,2021-441905,Account Clerk (Public Relations / Communication),2894,Y
*,2021-511101,Flight Attendant,2895,Y
*,2021-511102,Bus Hostess,2896,Y
*,2021-511103,Marine Steward,2897,Y
*,2021-511104,Railway Steward,2898,Y
*,2021-511201,Transport Conductor,2899,Y
*,2021-511301,Gallery or Museum Guide,2900,Y
*,2021-511302,Tour Guide,2901,Y
*,2021-512101,Cook,2902,Y
*,2021-513101,Waiter,2903,Y
*,2021-513102,Cafe Worker,2904,Y
*,2021-513201,Bar Attendant,2905,Y
*,2021-513202,Barista,2906,Y
*,2021-514101,Hairdresser,2907,Y
*,2021-514102,Hair or Beauty Salon Assistant,2908,Y
*,2021-514201,Skin Care Therapist,2909,Y
*,2021-514202,Slimming Therapist,2910,Y
*,2021-514203,Hair Removal Technician,2911,Y
*,2021-514204,Nail Technician,2912,Y
*,2021-514205,Make Up Artist,2913,Y
*,2021-514206,Weight Loss Consultant,2914,Y
*,2021-514207,Somatologist,2915,Y
*,2021-514208,Spa Therapist ,2916,Y
*,2021-514209,Aesthetic Laser Therapist ,2917,Y
*,2021-514210,Image consultant ,2918,Y
*,2021-515101,Hotel Service Manager,2919,Y
*,2021-515102,Housekeeping Service Manager,2920,Y
*,2021-515103,Commercial Housekeeper,2921,Y
*,2021-515104,Cleaning Practitioner,2922,Y
*,2021-515201,Domestic Housekeeper,2923,Y
*,2021-515202,Butler,2924,Y
*,2021-515301,Caretaker,2925,Y
*,2021-515302,"Amusement, Fitness or Sport Centre Attendant",2926,Y
*,2021-516101,Astrologer,2927,Y
*,2021-516201,Escort,2928,Y
*,2021-516301,Funeral Director,2929,Y
*,2021-516303,Embalmer,2930,Y
*,2021-516305,Mortuary Technician / Assistant,2931,Y
*,2021-516306,Crematorium Operator,2932,Y
*,2021-516401,Animal Attendant / Groomer,2933,Y
*,2021-516402,Animal Trainer,2934,Y
*,2021-516403,Zookeeper,2935,Y
*,2021-516404,Dog Walker,2936,Y
*,2021-516501,Driving Instructor,2937,Y
*,2021-516901,Refuge Worker,2938,Y
*,2021-516902,Civil Celebrant,2939,Y
*,2021-521101,Street Market Vendor,2940,Y
*,2021-521201,Street Food Sales Person,2941,Y
*,2021-521202,Cash Van Salesperson,2942,Y
*,2021-522101,Antique Dealer,2943,Y
*,2021-522102,Salon Manager,2944,Y
*,2021-522201,Retail Supervisor,2945,Y
*,2021-522301,Sales Assistant (General),2946,Y
*,2021-522302,Motorised Vehicle or Caravan Salesperson,2947,Y
*,2021-522303,Automotive Parts Salesperson,2948,Y
*,2021-522304,ICT Sales Assistant,2949,Y
*,2021-523101,Checkout Operator,2950,Y
*,2021-523102,Office Cashier,2951,Y
*,2021-523103,Ticket Seller,2952,Y
*,2021-524101,Model,2953,Y
*,2021-524102,Event Stylist,2954,Y
*,2021-524201,Sales Demonstrator,2955,Y
*,2021-524301,Door-to-door Salesperson,2956,Y
*,2021-524401,Call Centre Salesperson,2957,Y
*,2021-524501,Service Station Attendant,2958,Y
*,2021-524601,Food Service Counter Attendant,2959,Y
*,2021-524901,Materials Recycler,2960,Y
*,2021-524902,Rental Salesperson,2961,Y
*,2021-524903,Sales Clerk / Officer,2962,Y
*,2021-524904,Energy Broker,2963,Y
*,2021-531101,Child Care Worker,2964,Y
*,2021-531102,Family Day Care Worker,2965,Y
*,2021-531103,Nanny,2966,Y
*,2021-531104,Out of School Hours Care Worker,2967,Y
*,2021-531105,Child or Youth Residential Care Assistant,2968,Y
*,2021-531106,Hostel Parent,2969,Y
*,2021-531201,Teachers' Aide,2970,Y
*,2021-531202,Pre-School Aide,2971,Y
*,2021-531203,Integration Aide,2972,Y
*,2021-532201,Residential Care Officer,2973,Y
*,2021-532202,Aged or Disabled Carer,2974,Y
*,2021-532203,Community Health Worker,2975,Y
*,2021-532901,First Aid Attendant,2976,Y
*,2021-532902,Hospital Orderly,2977,Y
*,2021-532903,Nursing Support Worker,2978,Y
*,2021-532904,Personal Care Assistant,2979,Y
*,2021-532905,Therapy Aide,2980,Y
*,2021-532906,Natural Remedy Consultant,2981,Y
*,2021-541101,Fire Fighter,2982,Y
*,2021-541102,Hazardous Materials Removal Workers,2983,Y
*,2021-541201,Traffic Officer,2984,Y
*,2021-541202, Non - commissioned Police Official,2985,Y
*,2021-541203,Military Police Official,2986,Y
*,2021-541301,Prison Officer,2987,Y
*,2021-541401,Security Officer,2988,Y
*,2021-541402,"Alarm, Security or Surveillance Monitor",2989,Y
*,2021-541403,Retail Loss Prevention Officer,2990,Y
*,2021-541404,Close protector,2991,Y
*,2021-541501,Intelligence Operator,2992,Y
*,2021-541901,Lifeguard,2993,Y
*,2021-541902,Emergency Service and Rescue Official,2994,Y
*,2021-541903,Parking Inspector,2995,Y
*,2021-541904,Armoured Car Escort,2996,Y
*,2021-541905,Crowd Controller,2997,Y
*,2021-541906,Security Consultant,2998,Y
*,2021-541907,Disaster Management Officer,2999,Y
*,2021-542101,Naval Combat Operator,3000,Y
*,2021-542102,Naval Combat Officer,3001,Y
*,2021-542201,Special Forces Manager,3002,Y
*,2021-542202,Special Forces Officer,3003,Y
*,2021-542203,Special Forces Operator,3004,Y
*,2021-542301,Infantry Soldier,3005,Y
*,2021-542302,Artillery Soldier,3006,Y
*,2021-542303,Air Defence Artillery Soldier,3007,Y
*,2021-542304,Armour Soldier,3008,Y
*,2021-542305,Engineer Soldier,3009,Y
*,2021-542306,Signal Soldier,3010,Y
*,2021-542401,Combat Medical Support Operator,3011,Y
*,2021-542501,Air Operations Officer,3012,Y
*,2021-611101,Agronomy Farmer,3013,Y
*,2021-611102,Field Vegetable Farmer,3014,Y
*,2021-611201,Arboriculture Farmer,3015,Y
*,2021-611202,Horticultural Farmer,3016,Y
*,2021-611301,Ornamental Horticultural Farmer,3017,Y
*,2021-611302,Landscape Contractor,3018,Y
*,2021-611303,Groundskeeper,3019,Y
*,2021-611304,Nurseryperson,3020,Y
*,2021-611306,Arboriculturist,3021,Y
*,2021-611401,Mixed Crop Farm Production Manager / Foreman,3022,Y
*,2021-612101,Livestock Farmer,3023,Y
*,2021-612102,Dairy Farmer,3024,Y
*,2021-612201,Poultry Farmer,3025,Y
*,2021-612202,Ratites Farmer,3026,Y
*,2021-612301,Insect Farmer,3027,Y
*,2021-612901,Avian Farmer,3028,Y
*,2021-612902,Game Farmer,3029,Y
*,2021-613101,Mixed Crop and Livestock Farmer,3030,Y
*,2021-621101,Tree Feller,3031,Y
*,2021-621102,Forest and Conservation Workers,3032,Y
*,2021-622101,Aquaculture Farmer,3033,Y
*,2021-622102,Mariculture Farmer,3034,Y
*,2021-622201,Skipper (Fishing Boat),3035,Y
*,2021-622301,Master Fisher,3036,Y
*,2021-622401,Hunter,3037,Y
*,2021-631101,Subsistence Crop Farmer,3038,Y
*,2021-631201,Subsistence Livestock Farmer,3039,Y
*,2021-631301,Subsistence Mixed Crop and Livestock Farmers,3040,Y
*,2021-641101,House Builder,3041,Y
*,2021-641201,Bricklayer,3042,Y
*,2021-641301,Stonemason,3043,Y
*,2021-641302,Granite Cutter,3044,Y
*,2021-641303,Refractory Mason,3045,Y
*,2021-641401,Concreter,3046,Y
*,2021-641402,Fibre-cement Moulder,3047,Y
*,2021-641403,Civil Engineering Constructor,3048,Y
*,2021-641501,Carpenter and Joiner,3049,Y
*,2021-641502,Carpenter,3050,Y
*,2021-641503,Joiner,3051,Y
*,2021-641901,Demolition Technician,3052,Y
*,2021-641902,Scaffolder,3053,Y
*,2021-642101,Roof Tiler,3054,Y
*,2021-642102,Roof Plumber,3055,Y
*,2021-642103,Roof Thatcher,3056,Y
*,2021-642201,Wall and Floor Tiler,3057,Y
*,2021-642202,Floor Finisher,3058,Y
*,2021-642301,Fibrous Plasterer,3059,Y
*,2021-642302,Plasterer,3060,Y
*,2021-642401,Insulation Installer,3061,Y
*,2021-642501,Glazier,3062,Y
*,2021-642601,Plumber,3063,Y
*,2021-642602,Solar Installer,3064,Y
*,2021-642603,Gas Practitioner,3065,Y
*,2021-642604,Fire Services Plumber,3066,Y
*,2021-642605,Plumbing Inspector,3067,Y
*,2021-642606,Heat Pump Installer,3068,Y
*,2021-642607,Pipe Fitter,3069,Y
*,2021-642701,Air-conditioning and Refrigeration Mechanic,3070,Y
*,2021-642702,Refrigeration Mechanic,3071,Y
*,2021-643101,Painter,3072,Y
*,2021-643201,Industrial Spraypainter,3073,Y
*,2021-643202,Vehicle Painter,3074,Y
*,2021-643302,Chimney Cleaner,3075,Y
*,2021-651101,Moulder,3076,Y
*,2021-651201,Pressure Welder,3077,Y
*,2021-651202,Welder,3078,Y
*,2021-651203,Fitter-welder,3079,Y
*,2021-651204,Gas Cutter,3080,Y
*,2021-651301,Sheet Metal Worker,3081,Y
*,2021-651302,Boiler Maker,3082,Y
*,2021-651401,Metal Fabricator,3083,Y
*,2021-651402,Structural Steel Erector,3084,Y
*,2021-651403,Steel Fixer,3085,Y
*,2021-651404,Structural Plater,3086,Y
*,2021-651501,Rigger,3087,Y
*,2021-651502,Cable and Rope Splicer,3088,Y
*,2021-652101,Blacksmith,3089,Y
*,2021-652102,Forging Press Worker,3090,Y
*,2021-652201,Toolmaker,3091,Y
*,2021-652202,Gunsmith,3092,Y
*,2021-652203,Locksmith,3093,Y
*,2021-652204,Patternmaker,3094,Y
*,2021-652205,Master Toolmaker,3095,Y
*,2021-652206,Die Sinker,3096,Y
*,2021-652301,Metal Machinist,3097,Y
*,2021-652302,Fitter and Turner,3098,Y
*,2021-652401,Metal Polisher,3099,Y
*,2021-652402,Tool Grinder and Sharpener,3100,Y
*,2021-652403,Saw Maker and Repairer,3101,Y
*,2021-652404,Grinder,3102,Y
*,2021-653101,Automotive Motor Mechanic,3103,Y
*,2021-653103,Motorcycle Mechanic,3104,Y
*,2021-653109,Automotive Engine Mechanic,3105,Y
*,2021-653201,Aircraft Maintenance Mechanic,3106,Y
*,2021-653202,Aircraft Structures Worker,3107,Y
*,2021-653301,Industrial Machinery Mechanic,3108,Y
*,2021-653302,Mechanical Equipment Repairer,3109,Y
*,2021-653303,Mechanical Fitter,3110,Y
*,2021-653304,Diesel Fitter,3111,Y
*,2021-653305,Small Engine Mechanic,3112,Y
*,2021-653306,Diesel Mechanic,3113,Y
*,2021-653307,Heavy Equipment Mechanic,3114,Y
*,2021-653308,Tractor Mechanic,3115,Y
*,2021-653309,Forklift Mechanic,3116,Y
*,2021-653310,Lubrication Equipment Mechanic,3117,Y
*,2021-653401,Bicycle Mechanic,3118,Y
*,2021-653402,Non-motorised Transport Equipment Repairer,3119,Y
*,2021-661101,Precision Instrument Maker and Repairer,3120,Y
*,2021-661102,Watch and Clock Maker and Repairer,3121,Y
*,2021-661103,Scale Fitter,3122,Y
*,2021-661201,Musical Instrument Maker or Repairer,3123,Y
*,2021-661301,Goldsmith,3124,Y
*,2021-661302,Diamond and Gemstone Setter,3125,Y
*,2021-661303,Jewellery Evaluator,3126,Y
*,2021-661304,Diamond Sorter and Evaluator,3127,Y
*,2021-661401,Potter or Ceramic Artist,3128,Y
*,2021-661501,Glass Maker,3129,Y
*,2021-661502,Optical Mechanic,3130,Y
*,2021-661601,Signwriter,3131,Y
*,2021-661602,Engraver,3132,Y
*,2021-661701,"Basket, Cane and Wicker Worker",3133,Y
*,2021-661702,Carver,3134,Y
*,2021-661703,Cane Furniture Maker,3135,Y
*,2021-661801,"Textile, Leather and Related Materials Handicraft Workers",3136,Y
*,2021-661901,Metal Toymaker,3137,Y
*,2021-662101,Electronic Pre-press,3138,Y
*,2021-662104,Electronic Originator,3139,Y
*,2021-662105,Gravure Cylinder Preparation Technician,3140,Y
*,2021-662106,Process Engraver,3141,Y
*,2021-662107,Printing Plate Maker,3142,Y
*,2021-662201,Printing Machinist,3143,Y
*,2021-662202,Small Offset Lithography Operator,3144,Y
*,2021-662203,Screen Printer,3145,Y
*,2021-662204,Paper Sheetfed Offset Lithography Technician,3146,Y
*,2021-662205,Metal Sheetfed Offset Lithography Technician,3147,Y
*,2021-662206,Continuous Stationery Printing Machine Technician,3148,Y
*,2021-662207,Monoblock Offset Machine Technician,3149,Y
*,2021-662208,Roll Label Machine Technician,3150,Y
*,2021-662209,Gravure Printing Technician,3151,Y
*,2021-662210,Heatset Rotary Offset Lithography Technician,3152,Y
*,2021-662211,Coldset Rotary Offset Lithographic Printing Technician (Coldset),3153,Y
*,2021-662212,Rotary Printing and Re-reeling Flexographic Machine Technician,3154,Y
*,2021-662213,Rotary Printing and Re-reeling Gravure Machine Technician,3155,Y
*,2021-662215,Stationery Machine Technician,3156,Y
*,2021-662216,Commercial Digital Printer,3157,Y
*,2021-662301,Mechanized soft-cover bookbinding technician,3158,Y
*,2021-662303,Mechanised Bookbinding Technician,3159,Y
*,2021-662304,Craft Bookbinding Technician,3160,Y
*,2021-662305,Mechanised Hard-cover Bookbinding Technician,3161,Y
*,2021-662307,Folding Machine Operator (Paper Products),3162,Y
*,2021-662308,Saddle Stitch Machine Operator,3163,Y
*,2021-662309,Adhesive Binding Machine Operator,3164,Y
*,2021-662310,Book Sewing Machine Operator,3165,Y
*,2021-662311,Gathering Machine Operator,3166,Y
*,2021-662312,Commercial Mailing Machine Operator,3167,Y
*,2021-662313,Newspaper and Magazine Mailroom Machine Operator,3168,Y
*,2021-662314,Envelope Manufacturing Machine Operator,3169,Y
*,2021-662315,Coating Machine Operator,3170,Y
*,2021-662316,Foiling Machine Operator,3171,Y
*,2021-662317,Roll Label Rewind Machine Operator,3172,Y
*,2021-671101,Electrician,3173,Y
*,2021-671102,Electrical Installation Inspector,3174,Y
*,2021-671202,Millwright,3175,Y
*,2021-671203,Mechatronics Technician,3176,Y
*,2021-671204,Lift Mechanic,3177,Y
*,2021-671205,Weapon Systems Mechanic,3178,Y
*,2021-671206,Electrical Equipment Mechanic,3179,Y
*,2021-671207,Armature Winder,3180,Y
*,2021-671208,Transportation Electrician,3181,Y
